num,x,y,spp,dbh01,dbh04,hgt,sprout,sc,Crd1,Crd2,Crd3,Crd4,Crd5,Crd6,Crd7,Crd8,Crd9,crd
249,36.69155563,13.45001389,bp,3.39,3.724225668,4.7,247,21.724698723029327,51.7313558515348,0.0,14.134408363890323,11.290994244878767,4.136966007292501,4.6145749164014145,14.410075068573331,12.567156675780188,16.868415785277847,129.75394691362914
246,36.71735068,14.38800791,lc,27.56563614,28.17042493,19.4,0,0.0,12.465411071396629,18.5086075756696,6.144440078880248,10.18853517263929,4.211210380617436,14.479452829812455,0.0,12.338216171748542,12.91622205405221,91.25209533481642
247,36.74044545,13.20315534,bp,3.42,4.424507418,5.6,247,28.906449047692426,18.94422264969745,23.26061645378425,7.6420383095786795,17.328770874688193,4.049051873971792,4.608891322035871,14.166420462825194,10.79936792412123,18.892310845578756,119.69169071628141
248,36.94094105,13.13473417,bp,3.27,3.596901714,3.8,247,24.576670733057053,21.11367393278023,21.65301358696082,8.082491583456578,16.335758139368544,0.0,8.63551258166311,12.24787924903665,13.624229403592732,17.769999261903823,119.4625577387625
267,37.01102937,3.648114092,lc,15.3743675,15.59718442,17.7,0,0.0,0.0,0.0,18.555322686400604,22.58391839245496,4.548360700576729,1.8539732032852023,11.68094829582242,5.0684459272006155,14.909441140938437,79.20041034667896
250,37.12422529,13.64136236,bp,2.43,2.673803044,3.3,252,536.1012684811346,51.52460978049479,10.058492297598074,0.0,15.351006670934998,0.0,13.889979002873293,5.469093468589012,10.12224461228559,17.476515453116836,123.89194128589257
252,37.13042308,13.6335146,bp,5.156620156,5.76140894,4.3,252,264.2928416374646,51.190763601162125,10.069183407027706,0.0,15.329713965869233,0.0,13.88172637087948,5.465781880750074,10.125058205198204,17.47657710034775,123.53880453123458
644,37.13282784,21.67303404,lc,19.00310021,19.51239602,16.2,0,0.0,0.0,0.0,30.51978997180548,0.0,2.460705169875634,3.290521589845394,7.42304074473698,6.476908325486454,14.52090212710103,64.69186792885097
251,37.31637428,13.58727654,bp,4.08,4.933803236,6.4,252,39.084921781231195,15.800668420275597,38.49892705685303,0.0,14.6158985885399,0.0,13.858115802777288,5.430171934700102,9.519730071326824,18.0219921565986,115.74550403107133
645,37.62354536,24.05044353,lc,17.31605781,17.95267758,13.6,0,0.0,0.0,0.0,7.828177703149837,1.1039314816358063,20.463533189475804,0.43480650395804704,0.0,11.197316671679427,6.436597493103324,47.46436304300225
170,38.20445189,42.25988256,lc,11.61831085,11.93662073,11.1,0,0.0,42.99141804515439,14.528600254049405,6.227790052155929,4.794958738687693,19.906139715952577,1.8951159825344923,20.852141790113908,10.447149241071624,8.501465931586688,130.14477975130671
255,38.224494,19.76997843,lc,22.02704412,22.0907061,19.6,0,0.0,0.0,18.038102256991817,8.661647034182542,0.0,6.82039813508535,8.932030375632518,10.961739779186829,12.966047131329049,11.592893317430747,77.97285802983885
