pre1,pre2,kyori
大分県,広島県,150.5
大分県,山口県,105.9
大分県,徳島県,288.4
大分県,香川県,256.2
大分県,愛媛県,126.3
大分県,高知県,182
大分県,福岡県,118.4
大分県,佐賀県,122.4
大分県,長崎県,171.9
大分県,熊本県,95.4
大分県,大分県,0
大分県,宮崎県,148.2
大分県,鹿児島県,210.8
大分県,沖縄県,866.5
宮崎県,北海道,1514.9
宮崎県,青森県,1293.5
宮崎県,岩手県,1231.7
宮崎県,宮城県,1112.4
宮崎県,秋田県,1167.4
宮崎県,山形県,1075
宮崎県,福島県,1049.8
宮崎県,茨城県,965.9
宮崎県,栃木県,934.3
宮崎県,群馬県,861.5
宮崎県,埼玉県,877.3
宮崎県,千葉県,903.6
宮崎県,東京都,872.3
宮崎県,神奈川県,856.7
宮崎県,新潟県,960.6
宮崎県,富山県,751.7
宮崎県,石川県,706.5
宮崎県,福井県,639.2
宮崎県,山梨県,781.4
宮崎県,長野県,814.2
宮崎県,岐阜県,624.7
宮崎県,静岡県,730.7
宮崎県,愛知県,624.9
宮崎県,三重県,567.3
宮崎県,滋賀県,536.9
宮崎県,京都府,530.1
宮崎県,大阪府,490.1
宮崎県,兵庫県,466.5
宮崎県,奈良県,513
宮崎県,和歌山県,433.7
宮崎県,鳥取県,476.2
宮崎県,島根県,422.8
宮崎県,岡山県,384.4
宮崎県,広島県,292.1
宮崎県,山口県,252.3
宮崎県,徳島県,378.1
宮崎県,香川県,363.7
宮崎県,愛媛県,248.2
宮崎県,高知県,269.1
宮崎県,福岡県,210.3
宮崎県,佐賀県,182.2
宮崎県,長崎県,173.6
宮崎県,熊本県,116.7
宮崎県,大分県,148.2
宮崎県,宮崎県,0
宮崎県,鹿児島県,90.8
宮崎県,沖縄県,729.1
鹿児島県,北海道,1592.3
鹿児島県,青森県,1374.7
鹿児島県,岩手県,1316.2
鹿児島県,宮城県,1199.6
鹿児島県,秋田県,1250.1
鹿児島県,山形県,1161.7
鹿児島県,福島県,1137.6
鹿児島県,茨城県,1055.9
鹿児島県,栃木県,1023.6
鹿児島県,群馬県,950.4
鹿児島県,埼玉県,967.5
鹿児島県,千葉県,994.2
鹿児島県,東京都,962.7
鹿児島県,神奈川県,947.3
鹿児島県,新潟県,1046.1
鹿児島県,富山県,836.9
鹿児島県,石川県,790.5
鹿児島県,福井県,724.1
鹿児島県,山梨県,871.2
鹿児島県,長野県,901.5
鹿児島県,岐阜県,713
鹿児島県,静岡県,821.3
鹿児島県,愛知県,714.1
鹿児島県,三重県,656.9
鹿児島県,滋賀県,624.8
鹿児島県,京都府,617.7
鹿児島県,大阪府,578.3
鹿児島県,兵庫県,553.8
鹿児島県,奈良県,601.9
鹿児島県,和歌山県,522.8
鹿児島県,鳥取県,555
鹿児島県,島根県,491.8
鹿児島県,岡山県,466.5
鹿児島県,広島県,361.3
鹿児島県,山口県,303.5
鹿児島県,徳島県,466.4
鹿児島県,香川県,448.6
鹿児島県,愛媛県,326.9
鹿児島県,高知県,356.5
鹿児島県,福岡県,227.3
鹿児島県,佐賀県,188.9
鹿児島県,長崎県,147.1
鹿児島県,熊本県,137.4
鹿児島県,大分県,210.8
鹿児島県,宮崎県,90.8
鹿児島県,鹿児島県,0
鹿児島県,沖縄県,655.7
沖縄県,北海道,2243.8
沖縄県,青森県,2019.4
沖縄県,岩手県,1951
沖縄県,宮城県,1821.7
沖縄県,秋田県,1891.2
沖縄県,山形県,1787.4
沖縄県,福島県,1756.4
沖縄県,茨城県,1652
沖縄県,栃木県,1629.6
沖縄県,群馬県,1562
沖縄県,埼玉県,1562.4
沖縄県,千葉県,1578.3
沖縄県,東京都,1553.6
沖縄県,神奈川県,1533.2
沖縄県,新潟県,1678.6
沖縄県,富山県,1471.8
沖縄県,石川県,1429.7
沖縄県,福井県,1361.3
沖縄県,山梨県,1474.6
沖縄県,長野県,1526.3
沖縄県,岐阜県,1334.3
沖縄県,静岡県,1411.6
沖縄県,愛知県,1328.9
沖縄県,三重県,1267.7
沖縄県,滋賀県,1250.5
沖縄県,京都府,1245.2
沖縄県,大阪府,1202.9
沖縄県,兵庫県,1183.5
沖縄県,奈良県,1221.8
沖縄県,和歌山県,1143.1
沖縄県,鳥取県,1205.2
沖縄県,島根県,1147.4
沖縄県,岡山県,1112.1
沖縄県,広島県,1016.7
沖縄県,山口県,956.1
沖縄県,徳島県,1093.4
沖縄県,香川県,1088.7
沖縄県,愛媛県,977.3
沖縄県,高知県,990.8
沖縄県,福岡県,861.1
沖縄県,佐賀県,820
沖縄県,長崎県,755
沖縄県,熊本県,787
沖縄県,大分県,866.5
沖縄県,宮崎県,729.1
沖縄県,鹿児島県,655.7
沖縄県,沖縄県,0
